partnership_id,parent_id,analyst,new_or_legacy,primary_mission,sub_mission,partnership_year,partnership_type,level_of_commitment,relationship_type,business_model,mission_type,partnership_strength,asset_name,cocom_1,country_1,org_type_1,organization_1,company_1,cocom_2,country_2,org_type_2,organization_2,company_2,link_1,link_2,link_3
PULSAR Magellium-CSEM Team,PULSAR Magellium Team 2019,,Legacy,Assured Access to Space,OOS & Manufacturing,2019,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,France,Industry,,Magellium,USEUCOM,Switzerland,Industry,,CSEM,https://cordis.europa.eu/project/id/821858,,
PULSAR Magellium-DFKI RIC Team,PULSAR Magellium Team 2019,,Legacy,Assured Access to Space,OOS & Manufacturing,2019,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,France,Industry,,Magellium,USEUCOM,Germany,Industry,,DFKI Robotics Innovation Center (RIC),https://cordis.europa.eu/project/id/821858,,
PULSAR Magellium-DLR Team,PULSAR Magellium Team 2019,,Legacy,Assured Access to Space,OOS & Manufacturing,2019,Cooperative RDT&E,Low,Cooperative,B2G,Civil,5.0,,USEUCOM,France,Industry,,Magellium,USEUCOM,Germany,Government,German Aerospace Center (DLR),,https://cordis.europa.eu/project/id/821858,,
PULSAR Magellium-EU Funding,PULSAR Magellium Team 2019,,Legacy,Assured Access to Space,OOS & Manufacturing,2019,Transactions,Low,Transaction,B2G,Civil,3.0,,USEUCOM,France,Industry,,Magellium,USEUCOM,European Union,Government,European Commission,,https://cordis.europa.eu/project/id/821858,,
PULSAR Magellium-Graal Tech Team,PULSAR Magellium Team 2019,,Legacy,Assured Access to Space,OOS & Manufacturing,2019,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,France,Industry,,Magellium,USEUCOM,Italy,Industry,,Graal Tech,https://cordis.europa.eu/project/id/821858,,
PULSAR Magellium-Space Applications Team,PULSAR Magellium Team 2019,,Legacy,Assured Access to Space,OOS & Manufacturing,2019,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,,USEUCOM,France,Industry,,Magellium,USEUCOM,Belgium,Industry,,Space Applications Services,https://cordis.europa.eu/project/id/821858,,
Pumpkin Space-Fleet Space Satellites,Pumpkin Space-Fleet Space Satellites,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2018,Transactions,Low,Transaction,B2B,Commercial,2.0,Centauri,USINDOPACOM,Australia,Industry,,Fleet Space,USNORTHCOM,United States,Industry,,Pumpkin Space Systems,https://space.skyrocket.de/doc_sdat/centauri-1.htm,,
Qascom-Acorde GNSS Receiver Consortium,Qascom-Acorde GNSS Receiver Consortium,,Legacy,SATCOM & PNT,PNT,2009,Cooperative RDT&E,Low,Cooperative,B2B,Civil,4.0,Galileo,USEUCOM,Italy,Industry,,Qascom,USEUCOM,Spain,Industry,,Acorde,https://www.acorde.com/eu-research/,,
Qascom-EUSPA GNSS Receiver Contract,Qascom-EUSPA GNSS Receiver Contract,,Legacy,SATCOM & PNT,PNT,2009,Transactions,Low,Transaction,B2G,Civil,3.0,Galileo,USEUCOM,European Union,Government,EU Agency for the Space Programme (EUSPA),,USEUCOM,Italy,Industry,,Qascom,https://www.euspa.europa.eu/trusted-gnss-receiver-0#tab-details,,
"Qatar Airways-SpaceX Starlink IFC, 2023","Qatar Airways-SpaceX Starlink IFC, 2023",,,SATCOM & PNT,SATCOM & Data Transport,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USNORTHCOM,United States,Industry,,SpaceX,USCENTCOM,Qatar,Industry,,Qatar Airways,https://business.outlookindia.com/news/qatar-airways-to-partner-with-musks-spacex,,
Qatar Armed Forces-Turksat Partnership,Qatar Armed Forces-Turksat Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2021,"Framework Agreements, Meetings, and Consortia",High,Cooperative,B2G,Military,5.0,,USCENTCOM,Qatar,Government,Qatar Armed Forces,,USEUCOM,Turkey,Industry,,Turksat,https://www.defensehere.com/en/qatar-armed-forces-visits-turksat,,
Qatar Communications Regulatory Authority-SpaceX Starlink License,Qatar Communications Regulatory Authority-SpaceX Starlink License,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,Transactions,Low,Transaction,B2G,Multi-Use,4.0,,USCENTCOM,Qatar,Government,Communications Regulatory Authority (CRA),,USNORTHCOM,United States,Industry,,SpaceX,https://thepeninsulaqatar.com/article/28/09/2022/starlink-satellite-to-provide-satellite-broadband-internet-services-in-qatar,,
Qatar CRA-Oman TRA MoU,Qatar CRA-Oman TRA MoU,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2018,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USCENTCOM,Qatar,Government,Communications Regulatory Authority (CRA),Es'hailSat,USCENTCOM,Oman,Government,"Ministry of Transport, Communications, and Information Technology (TRA)",Space Communication Technologies (Omansat),https://www.cra.gov.qa/en/press-releases/cra-qatar-meets-with-tra-oman-as-part-of-the-continuation-of-their-cooperation,https://www.cra.gov.qa/en/press-releases/a-high-level-omani-delegation-visits-the-cra,
Qatar CRA-Oman TRA Satellite Networks Coordination,Qatar CRA-Oman TRA Satellite Networks Coordination,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2019,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,,USCENTCOM,Qatar,Government,Communications Regulatory Authority (CRA),Es'hailSat,USCENTCOM,Oman,Government,"Ministry of Transport, Communications, and Information Technology (TRA)",Space Communication Technologies (Omansat),https://www.cra.gov.qa/en/press-releases/cra-qatar-meets-with-tra-oman-as-part-of-the-continuation-of-their-cooperation,,
Qatar Investment Authority-AIT Investment,Qatar Investment Authority-AIT Investment,,Legacy,Not Specified,Not Specified,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2G,Commercial,2.0,,USCENTCOM,Qatar,Government,Qatar Investment Authority (QIA),,USNORTHCOM,United States,Industry,,Advanced Integration Technology (AIT),"https://www.qia.qa/en/Newsroom/Pages/AIT,-Qatar-Investment-Authority,-Onex-Announce-Partnership.aspx",,
Qatar Investment Authority-Relativity Space Investment,Qatar Investment Authority-Relativity Space Investment,,Legacy,Not Specified,Not Specified,2021,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2G,Commercial,2.0,,USCENTCOM,Qatar,Government,Qatar Investment Authority (QIA),,USNORTHCOM,United States,Industry,,Relativity Space,https://spacenews.com/korean-consortium-invested-50-million-in-us-launch-startup-relativity-space/,,
"Qatar MICT-SES Es'hailSat-2 Agreement, 2011","Qatar MICT-SES Es'hailSat-2 Agreement, 2011",,,SATCOM & PNT,SATCOM & Data Transport,2011,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2G,Commercial,2.0,Es'hail-2,USCENTCOM,Qatar,Government,Qatar Ministry of Communications and Information Technology (MCIT),,USEUCOM,Luxembourg,Industry,,SES,https://www.gulf-times.com/story/28177/qatar-luxembourg-sign-several-pacts-to-boost-ties,,
Qatari Navy-Leonardo Naval Operation Center,Qatari Navy-Leonardo Naval Operation Center,,Legacy,Space Sensing,ISR & Remote Sensing,2022,Transactions,High,Transaction,B2G,Military,6.0,,USCENTCOM,Qatar,Government,Qatari Emiri Navy (QEN),,USEUCOM,Italy,Industry,,Leonardo,https://breakingdefense.com/2022/03/qatar-signs-deal-with-leonardo-for-first-ever-navy-operation-center/,,
Q-CTRL-Airbus Ventures Quantum Sensor Funding,Q-CTRL-Airbus Ventures Quantum Sensor Funding,,Legacy,Science & Exploration,Lunar,2021,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USINDOPACOM,Australia,Industry,,Q-CTRL,USNORTHCOM,United States,Industry,,Airbus Ventures,https://spacenews.com/airbus-ventures-leads-q-ctrls-25-million-quantum-sensor-funding-round/,,
QEERI-NASA OASIS Satellite,QEERI-NASA OASIS Satellite,,Legacy,Space Sensing,Environmental Monitoring,2020,Cooperative RDT&E,High,Cooperative,G2G,Civil,8.0,OASIS,USCENTCOM,Qatar,Government,Qatar Environmental and Energy Research Institute (QEERI),,USNORTHCOM,United States,Government,National Aeronautics and Space Administration (NASA),,https://www.nasa.gov/feature/jpl/international-partnership-aims-to-find-buried-water-in-earths-deserts,,
Qest-Honeywell IFC Contract,Qest-Honeywell IFC Contract,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2013,Transactions,Low,Transaction,B2B,Commercial,2.0,,USEUCOM,Germany,Industry,,Qest Antenna,USNORTHCOM,Canada,Industry,,Honeywell Aerospace-US,https://www.qest.de/en/press/detail/qest-wins-contract-with-honeywell-for-in-flight-connectivity,,
QL Space GalaxEye Payload Partnership,QL Space GalaxEye Payload Partnership,,Legacy,Space Sensing,Environmental Monitoring,2022,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USINDOPACOM,Australia,Industry,,QL Space,USINDOPACOM,India,Industry,,GalaxEye Space,https://www.thehindu.com/sci-tech/technology/isro-australian-space-agency-to-boost-bilateral-collaborations-in-space-tech/article65853736.ece,,
QL Space Skyroot Aerospace Partnership,QL Space Skyroot Aerospace Partnership,,Legacy,Not Specified,Not Specified,2022,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USINDOPACOM,Australia,Industry,,QL Space,USINDOPACOM,India,Industry,,Skyroot Aerospace,https://www.thehindu.com/sci-tech/technology/isro-australian-space-agency-to-boost-bilateral-collaborations-in-space-tech/article65853736.ece,,
Qosmosys-Airbus Solar Cells Experimentation,Qosmosys-Airbus Solar Cells Experimentation,,Legacy,Science & Exploration,Orbital,2023,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USINDOPACOM,Singapore,Industry,,Qosmosys,USEUCOM,France,Industry,,Airbus-France,https://qosmosys.com/zeus-1-launch-makes-airbus-the-first-european-company-to-test-perovskite-solar-cells-in-space/,,
Qosmosys-Airbus ZeusX Partnership,Qosmosys-Airbus ZeusX Partnership,,Legacy,Science & Exploration,Lunar,2023,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USINDOPACOM,Singapore,Industry,,Qosmosys,USEUCOM,France,Industry,,Airbus-France,https://qosmosys.com/airbus-to-design-qosmosys-zeusx-moon-mission/,,
Qosmosys-Enpulsion Partnership,Qosmosys-Enpulsion Partnership,,Legacy,Science & Exploration,Lunar,2021,Transactions,Low,Transaction,B2B,Commercial,2.0,,USINDOPACOM,Singapore,Industry,,Qosmosys,USEUCOM,Austria,Industry,,Enpulsion,https://qosmosys.com/qosmosys-selects-enpulsion-as-preferred-supplier-for-propulsion-systems/,,
Qosmosys-Momentus Lunar Logistics Services,Qosmosys-Momentus Lunar Logistics Services,,Legacy,Science & Exploration,Lunar,2021,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,Singapore,Industry,,Qosmosys,USNORTHCOM,United States,Industry,,Momentus,https://qosmosys.com/momentus-and-qosmosys-to-expand-cooperation-on-lunar-logistics-services/,,
Qosmosys-New Frontier Aerospace Partnership,Qosmosys-New Frontier Aerospace Partnership,,Legacy,Science & Exploration,Lunar,2023,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USINDOPACOM,Singapore,Industry,,Qosmosys,USNORTHCOM,United States,Industry,,New Frontier Aerospace,https://qosmosys.com/new-frontier-aerospace-enters-into-a-cooperative-agreement-with-qosmosys-to-bring-revolutionary-technologies-to-qosmosys-zeusx-lunar-lander/,,
Qosmosys-SpaceRyde Partnership,Qosmosys-SpaceRyde Partnership,,Legacy,Assured Access to Space,Launch,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USNORTHCOM,Canada,Industry,,SpaceRyde,USINDOPACOM,Singapore,Industry,,Qosmosys,https://news.satnews.com/2023/01/18/spaceryde-becomes-the-official-launch-partner-for-qosmosys/,,
QSTC-Fibersat Partnership,QSTC-Fibersat Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2019,Transactions,Low,Transaction,B2B,Commercial,2.0,,USNORTHCOM,Canada,Industry,,QSTC,USEUCOM,Luxembourg,Industry,,Fibersat,https://www.qstc.space/,,
QSTC-GapSat GEO Satellite Partnership,QSTC-GapSat GEO Satellite Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,Data and Intel Sharing,Low,Cooperative,B2B,Commercial,4.0,,USNORTHCOM,Canada,Industry,,QSTC,USEUCOM,United Kingdom,Industry,,GapSat,https://apscc.or.kr/gapsat-signs-ku-ka-band-long-term-service-agreement-with-qstc-inc-of-canada/,,
QSTC-Indosat Partnership,QSTC-Indosat Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2020,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USNORTHCOM,Canada,Industry,,QSTC,USINDOPACOM,Indonesia,Industry,,Indosat,https://www.qstc.space/,,
QSTC-PT. Wahana Telekomunikasi Dirgantara Partnership,QSTC-PT. Wahana Telekomunikasi Dirgantara Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2022,Data and Intel Sharing,Low,Cooperative,B2B,Commercial,4.0,,USNORTHCOM,Canada,Industry,,QSTC,USINDOPACOM,Indonesia,Industry,,PT. Wahana Telekomunikasi Dirgantara,https://www.talksatellite.com/AsiaPac1156.html,,
QSTC-Space Machines Partnership,QSTC-Space Machines Partnership,,Legacy,Other,Other,2020,Transactions,Low,Transaction,B2B,Commercial,2.0,,USNORTHCOM,Canada,Industry,,QSTC,USINDOPACOM,Australia,Industry,,Space Machines,https://www.qstc.space/,,
QSTC-Teledyne Brown Engineering Lunar Partnership,QSTC-Teledyne Brown Engineering Lunar Partnership,,Legacy,Science & Exploration,Lunar,2022,Transactions,High,Transaction,B2B,Civil,4.0,,USNORTHCOM,Canada,Industry,,QSTC,USNORTHCOM,United States,Industry,,Teledyne Brown Engineering,https://www.businesswire.com/news/home/20220405006235/en/Teledyne-Sierra-Space-and-Nissan-Designing-Next-Generation-Lunar-Terrain-Vehicle-for-NASA,,
Quasar Satellite Technologies-Microsoft Partnership,Quasar Satellite Technologies-Microsoft Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2018,Cooperative RDT&E,High,Cooperative,B2B,Commercial,6.0,,USINDOPACOM,Australia,Industry,,Quasar Satellite Technologies,USNORTHCOM,United States,Industry,,Microsoft,https://news.microsoft.com/en-au/features/quasar-to-deliver-space-data-as-a-service-using-world-first-satellite-communications-technology/,,
Queensland Govt-ESA Copernicus Hub,2023 Copernicu Hub,,Legacy,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,Copernicus,USINDOPACOM,Australia,Government,Queensland Government,,USEUCOM,European Union,Government,European Space Agency (ESA),,https://www.itnews.com.au/news/csiro-plans-vast-data-hub-for-satellite-data-sharing-593405,,
Queensland Govt-Eumetsat Copernicus Hub,2023 Copernicu Hub,,Legacy,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,Copernicus,USINDOPACOM,Australia,Government,Queensland Government,,USEUCOM,European Union,Government,European Organisation for Exploitation of Meteorological Satellites (EUMETSAT),,https://www.itnews.com.au/news/csiro-plans-vast-data-hub-for-satellite-data-sharing-593405,,
Queensland Govt-Euro. Environ. Agency Copernicus Hub,2023 Copernicu Hub,,Legacy,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,Copernicus,USINDOPACOM,Australia,Government,Queensland Government,,USEUCOM,European Union,Government,European Environment Agency,,https://www.itnews.com.au/news/csiro-plans-vast-data-hub-for-satellite-data-sharing-593405,,
Queensland Govt-European Commission Copernicus Hub,2023 Copernicu Hub,,Legacy,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Civil,5.0,Copernicus,USINDOPACOM,Australia,Government,Queensland Government,,USEUCOM,European Union,Government,European Commission,,https://www.itnews.com.au/news/csiro-plans-vast-data-hub-for-satellite-data-sharing-593405,,
Quetzal 1 Kibo Deployment 2021,Quetzal 1 Kibo Deployment 2021,GJ,New,Space Sensing,ISR & Remote Sensing,2021,Cooperative RDT&E,Low,Cooperative,B2G,Civil,5.0,Quetzal 1,USINDOPACOM,Japan,Government,Japan Aerospace Exploration Agency (JAXA),,USSOUTHCOM,Guatemala,Industry,,University of Valle,https://www.gt.emb-japan.go.jp/itpr_ja/Q1MF.html,,
QZSS Hosted Payload,QZSS Hosted Payload,,Legacy,SDA & Combat Power,Space Domain Awareness,2020,Co-Production,High,Cooperative,G2G,Military,10.0,QZSS,USINDOPACOM,Japan,Government,Japan Air Self-Defense Force (JASDF),,USNORTHCOM,United States,Government,Space Force (USSF),,https://breakingdefense.com/2020/02/air-force-funds-hosted-payloads-on-japan-sats/,,
QZSS Hosted Payload #2 2023,QZSS Hosted Payload #2 2023,,Legacy,SDA & Combat Power,Space Domain Awareness,2023,Co-Production,High,Cooperative,G2G,Military,10.0,,USINDOPACOM,Japan,Government,Japan Aerospace Exploration Agency (JAXA),,USNORTHCOM,United States,Government,Space Force (USSF),,https://spacenews.com/space-force-delivers-second-u-s-payload-to-be-hosted-on-japanese-satellite/,,
Radian Systems-UNSW Partnership,Radian Systems-UNSW Partnership,,Legacy,Science & Exploration,Orbital,2019,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USEUCOM,Spain,Industry,,Radian Systems,USINDOPACOM,Australia,Industry,,University of New South Wales,https://radian.systems/bluesat-partnership/,,
RAF - ROKAF MILSPACE Cooperation,RAF - ROKAF MILSPACE Cooperation,,Legacy,Not Specified,Not Specified,2022,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USEUCOM,United Kingdom,Government,UK Space Command (UKSC),,USINDOPACOM,South Korea,Government,Republic of Korea Air Force (ROKAF),,https://www.wired-gov.net/wg/news.nsf/articles/UK+and+Republic+of+Korea+set+out+desire+to+cooperate+in+Space+18072022133300?open,,
Rafael-CNES VENuS Development 2014,VENuS Development 2014,FC,New,Space Sensing,Environmental Monitoring,2014,Co-Production,High,Cooperative,B2G,Civil,8.0,Venµs,USCENTCOM,Israel,Industry,,Rafael Advanced Defense Systems,USEUCOM,France,Government,French Space Agency (CNES),,https://www.eoportal.org/satellite-missions/venus#eop-quick-facts-section,https://space.skyrocket.de/doc_sdat/venus.htm,
Rakon Instruments on Perseverance Rover,Rakon Instruments on Perseverance Rover,,Legacy,Science & Exploration,Interplanetary,2021,Transactions,Low,Transaction,B2G,Civil,3.0,Perseverance Rover,USINDOPACOM,New Zealand,Industry,,Rakon,USNORTHCOM,United States,Government,National Aeronautics and Space Administration (NASA),,https://fuelcellsworks.com/news/fabrum-solutions-and-afcryo-merge-to-create-fabrum-new-ceo-appointed/,,
RAL Space - Twinleaf LLC 2023,RAL Space - Twinleaf LLC 2023,DS,Legacy,Science & Exploration,Orbital,2023,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USEUCOM,United Kingdom,Industry,,RAL Space,USNORTHCOM,United States,Industry,,Twinleaf LLC,https://www.gov.uk/government/news/pioneering-worldwide-space-partnerships-to-boost-uk-innovation,,
RAL-BUAA Virtual Joint Space Laboratory 2007,RAL-BUAA Virtual Joint Space Laboratory 2007,GJ,New,Not Specified,Not Specified,2007,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Civil,1.0,,USINDOPACOM,China,Industry,,Beijing University of Aeronautics & Astronautics (BUAA),USEUCOM,United Kingdom,Industry,,RAL Space,https://www.ralspace.stfc.ac.uk/Pages/UK-China-Joint-Laboratory-for-Space-Science-and-Technology.aspx,,
RALSpace - CSIRO Space and Astronomy 2023,RALSpace - CSIRO Space and Astronomy 2023,DS,Legacy,Space Sensing,Environmental Monitoring,2023,Transactions,Low,Transaction,B2G,Multi-Use,4.0,,USEUCOM,United Kingdom,Industry,,RAL Space,USINDOPACOM,Australia,Government,Commonwealth Scientific and Industrial Research Organization (CSIRO),,https://www.gov.uk/government/news/pioneering-worldwide-space-partnerships-to-boost-uk-innovation,,
RALSpace - Smartsat CRC 2023,RALSpace - Smartsat CRC 2023,DS,Legacy,Space Sensing,Environmental Monitoring,2023,Cooperative RDT&E,Low,Cooperative,B2G,Multi-Use,6.0,,USEUCOM,United Kingdom,Industry,,RAL Space,USINDOPACOM,Australia,Government,SmartSat Cooperative Research Centre (CRC),,https://www.gov.uk/government/news/pioneering-worldwide-space-partnerships-to-boost-uk-innovation,,
RCAF-JASDF Space Tabletop Exercise,RCAF-JASDF Space Tabletop Exercise,,Legacy,SDA & Combat Power,Space Domain Awareness,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USNORTHCOM,Canada,Government,Royal Canadian Air Force (RCAF),,USINDOPACOM,Japan,Government,Japan Air Self-Defense Force (JASDF),,https://www.mod.go.jp/asdf/news/release/2023/0314/,,
RCAF-USSPACECOM ESC MOU 2023,RCAF-USSPACECOM ESC MOU 2023,JF,New,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USNORTHCOM,Canada,Government,Royal Canadian Air Force (RCAF),,USNORTHCOM,United States,Government,Space Command (SPACECOM),,https://www.canada.ca/en/department-national-defence/maple-leaf/rcaf/2023/03/rcaf-ussc-sign-enhanced-space-cooperation-arrangement.html,,
RCAF-USSPACECOM Visit to Canada 2023,RCAF-USSPACECOM Visit to Canada 2023,JF,New,SDA & Combat Power,Space Domain Awareness,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USNORTHCOM,Canada,Government,Royal Canadian Air Force (RCAF),,USNORTHCOM,United States,Government,Space Command (SPACECOM),,https://www.spoc.spaceforce.mil/News/Article-Display/Article/3284576/usspacecom-leaders-broaden-partnership-in-visit-to-canada,,
"RDAF-EZK EU SST Partnership Founding, 2022","EU SST Partnership Founding, 2022",,Legacy,SDA & Combat Power,Space Domain Awareness,2022,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USEUCOM,Denmark,Government,Royal Danish Air Force (RDAF),,USEUCOM,Netherlands,Government,Ministry of Economic Affairs and Climate Policy (EZK),,https://www.eusst.eu/newsroom/new-eu-sst-partnership-signed/,,
"RDAF-FMI EU SST Partnership Founding, 2022","EU SST Partnership Founding, 2022",,Legacy,SDA & Combat Power,Space Domain Awareness,2022,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USEUCOM,Denmark,Government,Royal Danish Air Force (RDAF),,USEUCOM,Finland,Government,Finnish Meteorological Institute (FMI),,https://www.eusst.eu/newsroom/new-eu-sst-partnership-signed/,,
"RDAF-IZM EU SST Partnership Founding, 2022","EU SST Partnership Founding, 2022",,Legacy,SDA & Combat Power,Space Domain Awareness,2022,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USEUCOM,Denmark,Government,Royal Danish Air Force (RDAF),,USEUCOM,Latvia,Government,Ministry of Education and Science of the Republic of Latvia (IZM),,https://www.eusst.eu/newsroom/new-eu-sst-partnership-signed/,,
"RDAF-NOA EU SST Partnership Founding, 2022","EU SST Partnership Founding, 2022",,Legacy,SDA & Combat Power,Space Domain Awareness,2022,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USEUCOM,Denmark,Government,Royal Danish Air Force (RDAF),,USEUCOM,Greece,Government,National Observatory of Athens,,https://www.eusst.eu/newsroom/new-eu-sst-partnership-signed/,,
"RDAF-SNSA EU SST Partnership Founding, 2022","EU SST Partnership Founding, 2022",,Legacy,SDA & Combat Power,Space Domain Awareness,2022,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USEUCOM,Denmark,Government,Royal Danish Air Force (RDAF),,USEUCOM,Sweden,Government,Sweden National Space Agency (SNSA),,https://www.eusst.eu/newsroom/new-eu-sst-partnership-signed/,,
Reaction Engines - Virgin Galactic 2023,Reaction Engines - Virgin Galactic 2023,DS,Legacy,Assured Access to Space,Launch,2023,Cooperative RDT&E,Low,Transaction,B2B,Commercial,4.0,,USEUCOM,United Kingdom,Industry,,Reaction Engines Limited,USNORTHCOM,United States,Industry,,Virgin Galactic,https://www.gov.uk/government/news/pioneering-worldwide-space-partnerships-to-boost-uk-innovation,,
Redwire Luxembourg-Avio In-Orbit Servicing Agreement,Redwire Luxembourg-Avio In-Orbit Servicing Agreement,,Legacy,Assured Access to Space,OOS & Manufacturing,2020,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USEUCOM,Luxembourg,Industry,,Redwire Europe-Luxembourg,USEUCOM,Italy,Industry,,Avio,https://redwirespace.com/newsroom/avio-signing-of-an-agreement-to-develop-robotic-systems-to-tackle-space-debris/,,
Redwire Luxembourg-EBV Elekrtronik Agreement,Redwire Luxembourg-EBV Elekrtronik Agreement,,Legacy,Science & Exploration,Orbital,2020,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USEUCOM,Luxembourg,Industry,,Redwire Europe-Luxembourg,USEUCOM,Germany,Industry,,EBV Elektronik,https://redwirespace.com/newsroom/ebv-elektronik-plays-pivotal-role-in-construction-of-space-optimized-robotic-arms/,,
Redwire Luxembourg-ESA Robotic Arm Contract,Redwire Luxembourg-ESA Robotic Arm Contract,,Legacy,Science & Exploration,Orbital,2019,Transactions,Low,Transaction,B2G,Commercial,3.0,,USEUCOM,Luxembourg,Industry,Luxembourg Space Agency (LSA),Redwire Europe-Luxembourg,USEUCOM,European Union,Government,European Space Agency (ESA),,https://redwirespace.com/newsroom/made-in-space-europe-to-develop-robotic-arms-for-space-applications-in-luxembourg/,,
Redwire Luxembourg-Momentus Agreement,Redwire Luxembourg-Momentus Agreement,,Legacy,Science & Exploration,Orbital,2020,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USEUCOM,Luxembourg,Industry,,Redwire Europe-Luxembourg,USNORTHCOM,United States,Industry,,Momentus,https://redwirespace.com/newsroom/made-in-space-europe-and-momentus-to-demonstrate-robotic-orbital-transportation-services/,,
Redwire Luxembourg-Swedish Space Corporation MoU,"Comprehensive Dialogue on Space, 2015",,Legacy,SDA & Combat Power,Space Domain Awareness,2022,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USEUCOM,Luxembourg,Industry,,Redwire Europe-Luxembourg,USEUCOM,Sweden,Industry,,Swedish Space Corporation,https://redwirespace.com/newsroom/redwire-signs-mou-with-bradford-space-and-swedish-space-corporation-to-jointly-develop-commercial-orbital-debris-removal-service/,,
Redwire-Arsultra Strategic Letter of Intent,Redwire-Arsultra Strategic Letter of Intent,JF,New,Not Specified,Not Specified,2019,Cooperative RDT&E,Low,Cooperative,B2B,Commercial,4.0,,USSOUTHCOM,Argentina,Industry,,Arsultra,USNORTHCOM,United States,Industry,,Redwire Aerospace,https://redwirespace.com/newsroom/oakman-aerospace-and-arsultra-partner-to-develop-modular-spacecraft-solution/,,
Redwire-Sodern Star Tracker Collaboration,Redwire-Sodern Star Tracker Collaboration,,Legacy,SATCOM & PNT,PNT,2022,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USEUCOM,France,Industry,,Sodern,USNORTHCOM,United States,Industry,,Redwire Aerospace,https://spacenews.com/redwire-and-sodern-to-cooperate-on-star-tracker/,,
